job,dag,timestamp,total-mem,mem-util,compute-util
0,0,0.000117302,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.399519444,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.629832983,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.841566801,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.047030687,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.252637148,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.458999395,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.664604425,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.871030092,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.076412678,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.28184247,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.48812604,"29402857472, 29402857472, 29402857472, 29404954624, 29404954624, 29400760320, 29400760320, 29404954624","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.712728024,"29488840704, 29457383424, 29493035008, 29472063488, 29501423616, 29457383424, 29461577728, 29453189120","1, 0, 0, 0, 0, 0, 0, 0","10, 4, 8, 3, 8, 2, 4, 2"
1,0,2.924766541,"29549658112, 29518200832, 29608378368, 29562241024, 29562241024, 29516103680, 29545463808, 29514006528","0, 0, 0, 1, 0, 0, 0, 0","4, 4, 7, 11, 7, 4, 3, 3"
1,0,3.136827469,"29623058432, 29583212544, 29677584384, 29635641344, 29625155584, 29585309696, 29610475520, 29618864128","0, 0, 1, 0, 0, 0, 1, 1","5, 4, 4, 5, 5, 5, 11, 13"
1,0,3.362743616,"29694361600, 29740498944, 29742596096, 29757276160, 29696458752, 29650321408, 29732110336, 29696458752","0, 1, 0, 1, 0, 0, 0, 0","4, 10, 5, 12, 5, 4, 5, 5"
1,0,3.571580887,"29757276160, 29813899264, 29803413504, 29815996416, 29776150528, 29709041664, 29797122048, 29765664768","0, 0, 0, 0, 0, 0, 0, 0","5, 5, 4, 5, 5, 4, 5, 5"
1,0,3.779427052,"29862133760, 29876813824, 29866328064, 29874716672, 29832773632, 29771956224, 29868425216, 29834870784","0, 0, 0, 0, 0, 0, 0, 0","4, 5, 4, 4, 4, 5, 3, 5"
1,0,4.011902094,"29922951168, 29935534080, 29922951168, 29925048320, 29891493888, 29864230912, 29931339776, 29889396736","0, 0, 0, 0, 0, 0, 0, 0","4, 4, 4, 3, 3, 6, 4, 4"
1,0,4.222001553,"29983768576, 29985865728, 29979574272, 29983768576, 29985865728, 29981671424, 29985865728, 29985865728","0, 0, 0, 0, 1, 0, 0, 0","3, 4, 3, 4, 14, 9, 4, 6"
1,0,4.430647612,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","1, 7, 1, 0, 7, 8, 7, 8","25, 52, 43, 17, 82, 74, 60, 78"
1,0,4.654206514,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29987962880","11, 6, 7, 8, 13, 8, 7, 13","72, 68, 57, 70, 68, 79, 79, 71"
1,0,4.903628588,"29985865728, 29985865728, 29987962880, 29985865728, 29987962880, 29985865728, 29985865728, 29985865728","7, 7, 8, 7, 13, 11, 14, 10","55, 43, 77, 48, 71, 77, 75, 72"
1,0,5.139611483,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 7, 7, 14, 7, 5, 1, 11","58, 50, 46, 71, 62, 60, 47, 62"
1,0,5.351776838,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","8, 12, 13, 13, 7, 13, 13, 8","60, 75, 49, 71, 66, 64, 58, 63"
1,0,5.56324935,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","13, 8, 13, 13, 13, 8, 11, 13","65, 53, 72, 68, 58, 68, 59, 64"
1,0,5.776158571,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 7, 0, 7, 2, 2, 1, 1","50, 51, 32, 50, 17, 17, 25, 8"
1,0,5.982048035,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 2, 0, 13, 8, 0, 13","0, 1, 9, 0, 19, 14, 2, 21"
1,0,6.18760848,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 2, 0, 3"
1,0,6.393222809,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 49, 0, 0, 0","0, 0, 0, 0, 95, 0, 0, 0"
1,2,6.725705147,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,6.941291094,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.152059317,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.361445427,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.569688797,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.77711153,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.983555794,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.18942976,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.394864082,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.600808382,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.806583881,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.012076855,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.218362093,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.424307823,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.629736662,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.836519241,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,10.04286385,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,10.24830914,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 7, 0, 3, 0"
1,2,10.45442224,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 7, 7, 7, 13, 13, 13, 7","39, 53, 57, 40, 74, 63, 74, 36"
1,2,10.6602118,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","9, 13, 13, 9, 8, 13, 7, 12","61, 71, 68, 67, 69, 70, 65, 60"
1,2,10.8655982,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","13, 13, 11, 13, 12, 7, 13, 13","74, 71, 73, 68, 71, 59, 66, 72"
1,2,11.07418466,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 11, 11, 13, 7, 13, 13, 8","68, 69, 61, 69, 61, 69, 61, 65"
1,2,11.28062487,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29987962880, 29985865728, 29985865728","13, 13, 8, 7, 14, 13, 7, 12","69, 71, 62, 58, 69, 65, 68, 60"
1,2,11.49200988,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","1, 3, 11, 7, 7, 2, 7, 7","5, 47, 69, 41, 56, 6, 17, 22"
1,2,11.69740534,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 13, 2, 0, 1, 0","0, 0, 0, 18, 4, 1, 3, 1"
1,2,11.90214324,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 8, 0, 0, 0","0, 0, 0, 2, 0, 0, 0, 0"
1,2,12.10942483,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 53, 0, 0, 0, 0","0, 0, 0, 90, 0, 0, 0, 0"
