job,dag,timestamp,total-mem,mem-util,compute-util
0,0,0.000107288,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.393501759,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.610914469,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.815923214,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.02210927,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.228357315,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.433817148,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.639681339,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,1.846138239,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.051650286,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.257139206,"29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016, 29396566016","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.462659359,"29398663168, 29400760320, 29396566016, 29400760320, 29396566016, 29396566016, 29398663168, 29398663168","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,2.673021317,"29476257792, 29448994816, 29484646400, 29459480576, 29490937856, 29451091968, 29455286272, 29444800512","1, 0, 0, 0, 0, 0, 0, 0","10, 4, 8, 3, 8, 2, 1, 2"
1,0,2.892344713,"29541269504, 29505617920, 29599989760, 29551755264, 29558046720, 29509812224, 29539172352, 29511909376","0, 0, 0, 1, 0, 0, 0, 0","4, 4, 7, 11, 7, 4, 3, 3"
1,0,3.119586945,"29618864128, 29579018240, 29671292928, 29629349888, 29618864128, 29570629632, 29606281216, 29614669824","0, 0, 1, 0, 0, 0, 1, 1","5, 4, 12, 5, 5, 5, 11, 13"
1,0,3.336068869,"29688070144, 29734207488, 29736304640, 29748887552, 29696458752, 29637738496, 29717430272, 29688070144","0, 1, 0, 1, 0, 0, 0, 0","4, 10, 5, 12, 5, 4, 5, 5"
1,0,3.542800188,"29748887552, 29803413504, 29795024896, 29809704960, 29769859072, 29700653056, 29792927744, 29759373312","0, 0, 0, 0, 0, 0, 0, 0","5, 5, 4, 5, 5, 4, 5, 5"
1,0,3.751749992,"29855842304, 29870522368, 29860036608, 29866328064, 29822287872, 29763567616, 29862133760, 29828579328","1, 0, 0, 0, 0, 0, 0, 0","13, 6, 4, 4, 4, 5, 3, 5"
1,0,3.966235399,"29910368256, 29927145472, 29914562560, 29916659712, 29878910976, 29853745152, 29916659712, 29878910976","0, 0, 0, 0, 0, 0, 0, 0","4, 4, 4, 3, 3, 6, 4, 4"
1,0,4.180337906,"29975379968, 29985865728, 29969088512, 29958602752, 29985865728, 29969088512, 29975379968, 29983768576","0, 0, 0, 0, 0, 0, 0, 0","3, 4, 3, 4, 4, 9, 5, 6"
1,0,4.398459196,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","1, 7, 1, 0, 7, 1, 7, 1","25, 52, 43, 17, 82, 13, 60, 24"
1,0,4.611680746,"29985865728, 29985865728, 29985865728, 29985865728, 29987962880, 29985865728, 29985865728, 29985865728","11, 6, 13, 8, 13, 8, 7, 13","72, 68, 57, 70, 68, 79, 79, 71"
1,0,4.889619589,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 7, 8, 7, 13, 6, 14, 1","55, 43, 77, 48, 71, 35, 75, 43"
1,0,5.100545406,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","8, 7, 7, 14, 7, 5, 1, 11","77, 69, 46, 60, 62, 60, 47, 62"
1,0,5.306782007,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","8, 12, 8, 13, 7, 13, 13, 8","60, 75, 68, 71, 66, 64, 58, 63"
1,0,5.527514696,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","13, 8, 13, 13, 7, 8, 8, 13","65, 53, 72, 68, 60, 68, 72, 64"
1,0,5.736320019,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 7, 0, 7, 2, 12, 1, 7","50, 51, 32, 50, 17, 58, 25, 58"
1,0,5.94179821,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","1, 2, 2, 0, 13, 8, 0, 13","9, 8, 9, 2, 19, 14, 2, 21"
1,0,6.147408247,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 2, 0, 3"
1,0,6.353090286,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 41, 0, 0, 0","0, 0, 0, 0, 63, 0, 0, 0"
1,2,6.557827473,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 42, 0, 0, 0","0, 0, 0, 0, 75, 0, 0, 0"
1,2,6.763015985,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,6.968259811,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.174239159,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.380372763,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.586582899,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,7.792136431,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.000458002,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.206455708,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.412440777,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.617677927,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,8.823621988,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.03007412,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.236469269,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.442507982,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.648376703,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,9.853871346,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,10.05981302,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,2,10.2650888,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 0, 0, 1, 0, 0","0, 0, 0, 0, 7, 24, 3, 0"
1,2,10.47178769,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","11, 7, 7, 11, 13, 13, 13, 8","75, 53, 57, 74, 74, 63, 74, 73"
1,2,10.68676233,"29985865728, 29985865728, 29987962880, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","9, 7, 10, 9, 8, 13, 7, 12","61, 69, 71, 67, 69, 70, 65, 60"
1,2,10.89443779,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","13, 13, 11, 13, 12, 7, 7, 13","74, 71, 73, 68, 71, 59, 71, 72"
1,2,11.10312819,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 11, 11, 13, 7, 7, 13, 8","68, 69, 61, 69, 61, 67, 61, 65"
1,2,11.35315537,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","7, 3, 11, 8, 14, 13, 7, 7","60, 47, 69, 59, 69, 65, 68, 65"
1,2,11.56248283,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","1, 6, 8, 7, 7, 2, 1, 7","5, 37, 43, 41, 56, 6, 3, 22"
1,2,11.78253531,"29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728, 29985865728","0, 0, 0, 13, 8, 0, 0, 0","0, 0, 0, 18, 15, 0, 0, 1"
