job,dag,timestamp,total-mem,mem-util,compute-util
0,0,8.702278137e-05,"30776492032, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0"
1,0,0.524392128,"31136153600, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","4, 0, 0, 0, 0, 0, 0, 0"
1,0,0.746697903,"31209553920, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","4, 0, 0, 0, 0, 0, 0, 0"
1,0,0.952266932,"31318605824, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","6, 0, 0, 0, 0, 0, 0, 0"
1,0,1.158783674,"31392006144, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","5, 0, 0, 0, 0, 0, 0, 0"
1,0,1.364988327,"31454920704, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","6, 0, 0, 0, 0, 0, 0, 0"
1,0,1.570675373,"31532515328, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","5, 0, 0, 0, 0, 0, 0, 0"
1,0,1.77601552,"31658344448, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","4, 0, 0, 0, 0, 0, 0, 0"
1,0,1.984548092,"31733841920, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","5, 0, 0, 0, 0, 0, 0, 0"
1,0,2.196941614,"31754813440, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","4, 0, 0, 0, 0, 0, 0, 0"
1,0,2.403148174,"31754813440, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232, 30068703232","0, 0, 0, 0, 0, 0, 0, 0","2, 0, 0, 0, 0, 0, 0, 0"
1,0,2.608781815,"31796756480, 30114840576, 30146297856, 30110646272, 30116937728, 30110646272, 30148395008, 30125326336","0, 0, 0, 0, 0, 0, 0, 0","4, 2, 2, 1, 3, 4, 4, 2"
1,0,2.852208376,"31859671040, 30221795328, 30267932672, 30173560832, 30217601024, 30272126976, 30217601024, 30200823808","0, 0, 1, 0, 0, 0, 1, 0","4, 13, 12, 4, 5, 4, 11, 5"
1,0,3.087074041,"31914196992, 30286807040, 30324555776, 30234378240, 30278418432, 30332944384, 30276321280, 30253252608","0, 0, 0, 0, 1, 1, 0, 0","3, 4, 3, 3, 10, 11, 4, 3"
1,0,3.301733971,"31970820096, 30343430144, 30389567488, 30282612736, 30339235840, 30397956096, 30335041536, 30311972864","0, 0, 0, 0, 0, 0, 0, 0","4, 5, 2, 4, 5, 4, 5, 5"
1,0,3.510509253,"32071483392, 30404247552, 30452482048, 30339235840, 30402150400, 30467162112, 30402150400, 30456676352","1, 0, 0, 0, 0, 0, 0, 0","12, 5, 6, 4, 4, 3, 4, 3"
1,0,3.722048521,"32182632448, 30521688064, 30513299456, 30486036480, 30465064960, 30525882368, 30456676352, 30515396608","0, 1, 0, 1, 0, 0, 0, 0","4, 12, 3, 11, 5, 6, 4, 4"
